lat,long,address,title,time,content
16.92342008,79.69624662,,Accident Prone Zone,2018-08-14T06:01:03+05:30,"Road from Ajni Square to Samarth Nagar, pose high risk of accidents atintersection due unfinished cement road work. Small repair can preventpotential hazards."
26.43797657,77.08725029,,"More cameras, speed guns for accident-prone corridors in city",2018-12-05T08:30:43+05:30,"KOLKATA: The traffic police department is working on the installation of morespeed guns and CCTV cameras on the speed corridors in the city andconstruction of specific channels to divert buses to designated stops. Themoves to improve the traffic engineering were introduced after two majoraccidents — one at the Chingrighata crossing on EM Bypass and the other onBasanti Highway.  ![mishap](https://static.toiimg.com/img/66947129/Master.jpg)    The cops have also decided to write to the Kolkata Metropolitan DevelopmentAuthority (KMDA) yet again to expedite the construction of a foot overbridgenear the Chingrighata crossing. KMDA has already started the tenderingprocess.    “The accident at Chingrighata occurred at the spot where the proposedoverbridge will come up. We shall inform the authorities that this is acritical spot where accidents invite law and order issues. We need to put inmaximum infrastructure to avoid such situations,” an officer said.    According to traffic cops, introducing more technology on the accidentprone EMBypass — especially between Salt Lake stadium and Science City — and the smallTiljala-Chowbhaga stretch on Basanti Highway was the next logical step.    “We have now issued tenders to install 70 more ANPR (Automatic Number-PlateRecognition) cameras and another 50 speed guns. The cops have also issuedtenders to install 50 RLVSs (Red Light Violation Systems) to ensure that thecity’s traffic monitoring reaches the next level of technological advancement.At least 15%-20% of all these cameras will be earmarked for these areas,” saida source. He added that most motorists were now aware of the locations ofspeed guns and they slowed down there before speeding on other stretches.“Maximizing the use of speed guns will hopefully reverse the trend,” thesource added.  "
20.71921901,76.8725891,,Accident prone service road of eastern exp highway,2018-05-18T13:27:44+05:30,Today at noon I survived an accident on the service road while driving fromGhatkopar to vikhroli after the godrej signal on eastern express highway.
15.88479962,76.44570895,,"Govt eases attendance norms for students in flood, landslide prone areas",2018-08-29T22:35:30+05:30,"Dehradun: Keeping in mind the meteorological department’s frequent warnings ofheavy rains across the state, the education department has decided to not markstudents absent even if they are not able to attend classes due to landslidesand flood. The decision will be applicable to private schools as well.  ![null](https://static.toiimg.com/img/65598698/Master.jpg)In a letter addressed to officials in all districts, Alok Shekhar Tiwari, DG(education), has directed principals and teachers to not mark students absentif there has been a landslide or flood-like situation in the area. “It hascome to our notice that students try to make it to classes risking their liveseven if there is a landslide or heavy rains in the area. Hence, we havedecided not to mark students absent if there is a natural disaster,” saidTiwari.    According to sources, the decision would be applicable only when there is alandslide or when the district administration announces that there is a flood-like situation in a particular area.    An education department official, speaking on conditions of anonymity, said,“The decision has been taken also to ease the burden of district magistrates.There have been instances where the DMs had to announce a holiday for schoolslate at night or in the morning. This often creates confusion among teachersand parents. Now, parents can decide whether to send their children to schoolor not.”    Meanwhile, parents welcomed the move claiming that this would eliminate muchconfusion during heavy rains. Anusha Tanwar, a resident of Karanpur, said, “Onone occasion, the DM’s order came in the morning when we had already sent ourchildren to school. Now that the government is saying that students will notbe marked absent if there is heavy rainfall and landslides, we can be cautiousand not send them to school.”    "
15.06555229,79.55710684,,"Govt spending over Rs 20,000 crore to fix accident prone spots: Gadkari",2019-01-11T13:36:37+05:30,"New Delhi, Jan 11 () The government is spending more than Rs 20,000 crore torectify accident prone black spots on roads across the country in order toreduce fatalities in such incidents, Union Minister Nitin Gadkari said Friday.Speaking here at the launch of a research report by Nissan India and SaveLifeFoundation, Gadkari said the first priority of his ministry is to save morelives from road accidents which account for over 1 lakh deaths each year inthe country.""One of the major reasons for road accidents is flawed engineering. We havealready identified the black spots...We are spending more than Rs 20,000 croreonly for implementing this and making underpasses, flyovers etc,"" the road andtransport minister said.He said road safety issue requires more public awareness besides a seriousapproach in important factors like issuance of driving licences.""We have also suggested to state governments to include chapters on roadsafety in primary education..Government is also taking preventive measures inauto industry like seat belt reminders,"" Gadkari added.As per the report 'Rear Seat Belt Usage and Child Road Safety in India', 90per cent of the total 6,306 respondents said they do not use rear safetybelts.The report also revealed that despite 92.8 per cent respondents being aware ofthe safety benefits of child helmets, only 20.1 per cent owned a child helmet.As per the latest data released by road and transport ministry, 9,408 childrenlost their lives to road crashes in 2017 alone.""While there have been various initiatives undertaken to raise awarenessaround road safety in India, the importance of wearing rear seat belts hasbeen completely neglected,"" Nissan India President Thomas Kuehl said.He added that the company along with SaveLife Foundation and SHARP, has set atarget to reach out and educate over 2 lakh children in 240 schools across 12cities on usage of rear seat belts, and road safety. MSS ANU"
18.95290654,74.22978655,,Nearly 43 injured as tourist bus turns turtle on Agra-Lucknow expressway,2018-11-09T12:30:33+05:30,"KANPUR: A tourist bus carrying at least 60 passengers to Bihar from Delhiturned turtle on Agra- Lucknow Expressway in Tirwa Kotwali police area ofKannauj, leaving 43 injured on Friday morning. So far, no loss of life wasreported.    ""Total 43 injured tourists, were rushed to Tirwa Medical college. Doctorsreferred six critically injured to Kanpur after their condition worsened,""said Circle Officer Subodh Kumar Jaiswal.    Jaiswal further added the accident occurred after the driver lost control whenone of the tyres of the bus got punctured following which it skidded andcrashed into a road divider and turned turtle. As soon as the news of theaccident reached the police control room, ambulance with first aid and rescuepersonnel were deployed to provide succour to the victims.  "
24.1429751,83.01970914,,"PWD identifies 3 accident-prone ‘black spots’, Jaypee Infratech finds 30 on 165.5km-long Yamuna e-way",2018-11-04T17:59:16+05:30,"AGRA: A reply to an RTI query by Yamuna Expressway Industrial DevelopmentAuthority (YEIDA) has revealed that PWD engineers have identified only three‘black spots’ which reported highest number of accidents on Yamuna Expressway,including two in the Greater Noida area and one in Mathura. But, the privateconcessioner Jaypee Infratech who is operating the expressway, claimed thatthere 30 accident prone spots on the 165.5 km long stretch.  The data sought by RTI activist K C Jain revealed that PWD engineers markedthe expressway stretch in front of J P Sports City as black spot, andmilestone 15 of Gautam Budh Nagar along with stretch between milestones 61 and62 in Mathura district.    However, in the same RTI reply by YEIDA revealed that there were a total of 30black spots on the expressway, 15 on each side as per survey conducted byprivate concessioner.    Jain said, “Sometime back PWD was given the task of identifying black spots onstate highways and other roads, but what surprises us is that a year later,PWD claims there are only three black spots, while Jaypee Infratech surveyshows 30 accident prone areas.”    It’s important to note, that two accident-prone areas (pointed out by privateconcessioner in RTI) are close to spots on which two accidents on Sundaymorning which killed five people including three children of joint secretaryof CBSE.    According to RTI, milestone 133 and 142 are accident prone areas, while onSunday a UP police constable was killed at 134 milestone and four were killedat 141 milestone.    A YEIDA official on anonymity said,""To curb accidents at such spots, rumblestrips have been laid and four big caution boards stating ‘accident-pronearea’ have been put up. We have also installed additional reflector tapes,markings and indicators around the spots.”    Speaking on anonymity, a senior official of Jaypee Infratech, privateconcessionaire handling the operations of e-way, said, “We have install impactattenuators and bull nose barriers (on the expressway), to reduce the impactof accident. Special attention is being given on the entry and exit points ofthe e-way. Currently, there are over 200 bull nose barriers on the expressway,which are filled with water so as to reduce the impact of vehicles’collision.”    A total of 626 people lost their lives in 4,848 road accidents on the196-kilometre-long Yamuna Expressway ever since it was thrown open to publicin August 2012, an RTI reply has revealed. Between August 2012 and June 30,2017, a total of 4,848 road accidents were registered by police on thestretch, in which 626 casualties were reported, with 2016 reporting thehighest number of accidents in a year.  "
17.40193701,78.12276194,,Gurugram: ‘Underpass should not have been built in flood-prone area’,2018-10-03T01:37:35+05:30,"GURUGRAM: The image of fire personnel riding boats inside the Hero Hondaunderpass filled with rainwater after the record showers on August 28 is stillfresh in the minds of people.  Over the past one month, officials have been brainstorming on how to preventflooding of the underpass — the project that was expedited after the infamous2016 Gurujam to keep traffic on the NH-8 moving evening during rains. Whiledistrict and NHAI officials have come up with varied explanations— like poordrainage, breaking down of pump sets, etc. — since then, others pointed outflaws in the underpass design.    Some experts, however, said the project itself was ill-conceived and thatthere should not have been an underpass at this junction, which is essentiallya flood-prone area, in the first place.    Professor Sewa Ram of School of Planning and Architecture said, “Theauthorities should not have planned an underpass at this crossing. Thisparticular point has been getting waterlogged every monsoon for the past 25-30years. This junction is located in a low-lying area and thus, flooding isnormal.”    Former Union secretary (urban development) Sudhir Krishna seconded Ram. “Ithink, the authorities should have made a flyover at Hero Honda Chowk instead.A flyover would have solved the problem of jams and prevented flooding on thestretch,” he said.    However, Dr S Velmurugan, the head of traffic engineering and safety atCentral Road Research Institute (CRRI), seeks to differ on this. “An underpassat any point is not an issue, but its drainage is. If Hero Honda Chowkunderpass has proper drains or not is the question main here. The underpassshould have a drainage pit at every 25 metres to prevent flooding inside thepassage,” he explained. NHAI officials insisted the underpass wasconceptualised back in 2007, long before the Gurujam happened.    “The underpass and the flyover, both were part of the Hero Honda Chowkproject. There is nothing wrong with this structure,” said a senior NHAIofficial.    Ravinder Singh Yadav, team leader of Indian Technocrat Limited (ITL) and NHAIengineer consultant for the project, claimed that the underpass was built onthe demand of common people, who faced a lot of problems while crossing thejunction on a daily basis.    "
25.63048767,76.4348817,,Tribal pockets more susceptible to sickle cell disease,2018-06-19T23:58:27+05:30,"Nashik: Tuesday was World Sickle Cell Day. The district health department heldan awareness programme at Nashik civil hospital asking pregnant women fromtribal areas to get their blood checked to ensure they do not have sickle celltraits. This disease is inherited from parents and characterized by deformityin the red blood cells. Tribal people, who often marry close relatives, areespecially susceptible to this disease.  Health authorities instructed medical officers at the rural hospital andprimary health centres across the district to conduct awareness programmes.Officials of the health department said there were 2,921 carriers of sicklecell; of these, 188 are patients. As camps were being organized, more and morepeople are being identified with the condition and numbers are rising,officials said.    Of the total 2,921 carriers who have been identified, 161 were identified fromApril 2017 till May 31, 2018. During the same period, 22 sufferers were alsoidentified.    The red blood cells of such patients at times become sickle-shaped making itdifficult for them to pass through blood vessels. There is no cure for thedisease. If a person with this condition also marries someone with a similarcondition, the chances of the child inheriting it become very high. Thegovernment is thus attempting to ensure that such marriages do not occur.Awareness camps are being undertaken, mainly in tribal regions, wheremarriages are arranged between close relations.    Patients with this blood disorder are prescribed a daily dose of medicineslike a tablet of folic acid and hydroxyurea tablets in crisis. Some patientsare also in need of blood, which is made available round the year, officialssaid.    Since 2008, ever since the sickle cell programme was initiated in thedistrict, the health machinery has screened 10.71 lakh people across thedistrict.    "
19.82352126,74.84966829,,Accident prone area at Chittor Road Ekm south,2018-04-24T06:11:20+05:30,"In front of Santhosh Thotekat Estate at Chittoor Road, Ernakulam a slab isseen damaged, caused damages to several vehicles .Now a tyre is placed overthe damaged area to prevent entry of vehicles and pedestrians.Corporationauthorities are requested. to put a new slab here urgently."
21.66021253,72.08197356,,Accident-prone blind curve in Dwarka,2018-03-22T06:18:34+05:30,"There is a blind curve on road number 201 in Dwarka, near Sector 2 bus stop,and there are frequent accidents as motorists don't slow down at the curve.There should be a speedbreaker/rumble strip and a signboard to warn people."
16.56228862,74.93201351,,Accident prone,2017-11-19T06:09:41+05:30,Story DescriptionThis is on Bannerghatta main road near Arakere gate opp HSBCbank. Highly congested and people walk and even two wheelrs pass on this footpath. Area known for flooding during heavy rain. People may get injured oreven die. BBMP make this safe and remove all hanging cable
21.67034291,77.92083655,,8 injured as army truck overturns in Himachal Pradesh's Kangra,2018-09-09T18:37:42+05:30,"DHARAMSHALA: An army truck over turned near Shahpur area of Kangra districtinjuring eight persons including one civilian. Police said that truck driverhad applied the brakes all of a sudden after which bike collided with it frombehind.    ![armyy jawan accident-toi](https://static.toiimg.com/img/65743164/Master.jpg)  Santosh Patial, Superintendent of Police said that investigations wereinitiated in this accident and report was yet awaited. “The cause for theaccident were yet to be known in details but the bike rider was seriouslyinjured who was referred to the main hospital at Tanda near Kangra,” he said.    Five other army jawans were also later shifted to Tanda medical collegewitnessing their condition. Eyewitnesses at the spot told that major incidentwas averted as there was not much traffic on the road due to Sunday.  "
17.28148551,80.77557486,,"18 spots on SP Ring Road are prone to accidents, finds study",2018-06-13T05:23:23+05:30,"AHMEDABAD: The city’s asphalt necklace, the 76km-long SP Ring Road, encircling400sq km of Ahmedabad, is punctuated with 18 perilous accident-prone spots,according to a study led by Prof A A Amin of BVM Engineering College, Prof L BZala and Parth Parmar. BVM Engineering College is part of the Charotar VidyaMandal.  In the five years between 2012 and 2017, 482 accidents were recorded on SPRing Road, of which 137 proved fatal and 144 involved grievous injury.  ![null](https://static.toiimg.com/img/64563733/Master.jpg)Most victims were two-wheeler riders or pedestrians who were hit by speedingvehicles while crossing the road or negotiating a round-about on this arterialroad.    The Odhav area on the SP Ring Road is the most dangerous, having seen 87accidents, 20 of which resulted in death. This is followed by the stretch atNaroda, with 85 accidents of which 16 were fatal. In the western part of thecity, Sarkhej and Bopal areas registered 38 and 28 accidents respectively. TheAslali and Adalaj Circles and interchange junctions witnessed 17 fatalaccidents each.    The study was carried out with help from Ahmedabad city police. “We found 18spots, including junctions and roundabouts on SP Ring Road that were the mostprone to accidents. Improper signage and irregular road geometry at some spotswere found to be some of the reasons,” Amin told TOI. The study also points tothe top mean speeds of vehicles, referred to as the ‘98th speed percentile’,at eight spots on SP Ring Road was between 80.35kmph and 72.86kmph, far toohigh for city roads.    "
14.75404966,76.89886009,,No check on speed limit makes Bicholi Mardana sq accident prone,2017-02-02T00:39:00+05:30,"INDORE: Bicholi Mardana square in Kanadiaya area witnesses heavy flow oftraffic almost all through the day as it connects to Bypass and Ring Road.Both heavy and light vehicles, whose numbers run into thousands daily, passthrough this square as it is one of the entry and exit points into the city.  The area is also densely populated as a number of colonies have been developednear the highway. The traffic problem at this busy square gets compounded whenpeople from nearby rural areas also prefer to pass through it. The residentscomplain that drivers, especially those of heavy vehicles who cross thissection, hardly adhere to permissible speed limits. And with a number ofschools in the vicinity, such kind of reckless driving only increases the riskof accidents in the area.    Those who commute through this square regularly say that during rains,visibility on the road drops significantly in the night as street lightshardly function. As such, cases of four-wheelers hitting other vehiclesespecially two-wheelers, go up.    The movement of vehicles has also hampered by the ongoing construction of anoverbridge in the area.    Residents of the area say that there are hardly any traffic personnel postedin the area to keep check on speeding vehicles and errant drivers. They saythat besides posting significant number of cops, the traffic department shouldalso set up barricades to control speeding in the area.    Traffic experts suggested that diverting traffic coming from city would helpreduce number of accidents. “As road from the city opens directly onto theBypass, the vehicles get stuck up in the heavy traffic flow on Bypass.Authorities should close down this direct opening and traffic should bediverted thorough an underpass near Kanadiya area,” says Prafulla Joshi,traffic expert.    “As the installation of speed breakers is not possible on the road, measureslike putting up barricades and signage boards can help control increasingnumber of accidents,” he said.  "
22.75809937,72.69648485,,Over 200 accident-prone areas identified on Char Dham route,2018-04-19T21:12:41+05:30,"DEHRADUN: The state police department has identified 210 accident-prone spotsalong the Char Dham route where parapets and crash barriers are beingdeveloped. The accident hot spots are situated in the four hill districts -Chamoli, Uttarkashi, Rudraprayag and Tehri, police officials said.Approximately 150 pilgrims had lost their lives in 221 road accidents duringlast year’s yatra.  Uttarkashi district which is home to holy shrines of Yamunotri and Gangotrihas the highest number of accident-prone areas at 93.    Tehri district has 61 accident-prone areas while Chamoli where Badrinathshrine is located has 42 sensitive areas and Rudraprayag district whichharbours Kedarnath shrine has 14 of these dangerous spots.    Police have also identified eight ‘black spots’ where many accidents havetaken place in the past three years. While Chamoli district has three suchblack spots, Tehri district has five of them.    Kewal Khurana, deputy director general of police (traffic), said, “Over 200accident-prone areas have been identified on the Char Dham route. Police andother departments concerned are taking necessary steps to reduce the chancesof accidents along the route by installing sign boards, crash barriers,constructing parapets and filling potholes.”    At 30 of these accident spots in Tehri district, parapets and safety wallshave been constructed. Safety measures have also been taken in 51 accident-prone areas in Uttarkashi district and 15 spots in Rudraprayag district.    “This year, we have started Hill Patrol Units (HPUs) in hilly districts whichwill act as first responders during a disaster or an emergency,” said a seniorpolice officer. The department is also procuring interceptor vehicles, 13speed radar laser guns and 17 breathalysers.    In one of the worst tragedies in May last year, a bus carrying pilgrims fromMadhya Pradesh fell into Bhagirathi river, killing all 24 passengers."
25.34762513,82.78506533,,"18 workers killed, 20 injured as truck overturns near Satara",2018-04-10T12:07:34+05:30,"PUNE: At least 18 construction labourers, including women and children, werekilled and 20 others injured when a tempo carrying them crashed into aconcrete barrier and overturned at the dangerous 'S’ shaped road near Khandalatunnel, about 70km from here in neighbouring Satara district on the Pune-Bengaluru National Highway around 5.30 am on Tuesday.    All the victims hail from Tikoti in Bijapur district of Karnataka and were onway to the Shirwal industrial estate near Pune for working at a constructionsite.      The speeding tempo was negotiating a sharp turn on the road when its driverlost control and the heavy vehicle crashed into a 6-ft high road side barrierbefore it overturned, police said. The victims, who were seated in the rearcarriage, bore the brunt and some of them were thrown outside the vehicle. Theimpact left 18 persons dead on the spot.      The deceased included eight women and five children besides, the tempo driver,police said. The condition of some of the injured victims who were moved tothe Khandala rural hospital was reported as critical.  ![18](https://static.toiimg.com/img/63693622/Master.jpg)    A couple of two-wheeler riders, who belonged to the same group of workers andwere following the tempo, alerted the police about the accident. Seniorofficials from Satara superintendent of police Sandip Patil, assistantsuperintendent of police Vijay Pawar and Khandala police inspector YuvarajHande, rushed to the site.      The Khandala tunnel was built through the Khambatki mountain pass forseparating two-way vehicular movement on the Pune-Kolhapur stretch which ispart of the National Highway 4 that goes to Bengaluru. It is used by trafficheading from Kolhapur to Pune. The entire stretch is controlled and maintainedby the National Highways Authority of India.      Vehicles emerging from the tunnel have to negotiate a dangerous `S’ shapedroad which has a steep gradient and this has been a cause of frequentaccidents. Often, vehicle users fail to anticipate the sharp turn soon afteremerging from the tunnel and end up losing control over the wheels. Roadsafety experts have often raised their concern over the faulty design of the`S’ shaped road and have repeatedly sought corrective measures to curbaccidents.      "
15.26438405,78.40204922,,Accident prone JVLR crossing,2018-12-26T06:13:01+05:30,At Joshwari East JVLR road is very heavy traffic . Surprisingly there.are.noZebra road crossing lines.for.public to cross neither pedestrian crossingsignal s are existing
15.93596114,75.42993479,,Accident-prone spots to have road markings,2019-03-05T13:40:45+05:30,"TRICHY: In a significant move to educate residents about the importance ofroad safety rules, Trichy city traffic police have planned to identifyaccident-prone sites and stretches with road markings. The stretches with ahistory of accidents will get specific road markings to alert people.    After finding it successful in reducing the accident rate in Chennai, trafficpolice are soon introducing the road markings on Trichy city as well. Though afew accident-prone sites in the city are identified with signboards, they failto alert the commuters accessing the road. Instead of the conventional signs,police said that drawing specific road markings such as an encircled figureimitating a man on accident-prone spots may persuade motorists to behaveresponsibly on roads. ""Just like speed breakers, accident-prone spotsidentified with road markings will be registered in the minds of road userswho frequently access a particular stretch. People will be cautious,"" M SGowtham Shana, an independent road safety analyst, said.    Though accidents are the fallout of various reasons including badinfrastructure, the absence of cautiousness and self-discipline, particularlyfrom two-wheeler riders, were attributed as major reasons for fatal accidentsin city limits. ""We are in the process of updating the black spots andaccident-prone stretches. We hope such measures may help prevent fatalaccidents in the future,"" a police source said.    "
23.8238294,76.26327571,,"Cops, RTA to launch detailed study of accident-prone areas",2019-02-05T11:49:21+05:30,"VISAKHAPATNAM: In a bid to check traffic fatalities in the city, police androad transport authority (RTA) have decided to undertake a comprehensive studyof accident-prone areas. Earlier, enforcement departments used to analyse onlyareas where the death toll was more than three.    A total of 2,128 persons were killed in 2,026 fatal road accidents in the cityand Vizag rural limits between 2016 to 2018. Of the total number of victims,over 60% were two-wheeler riders and over 70% of the fatal road accidents tookplace either at NH-16 or at some major state highways in the district.    Speaking to TOI, a retired road transport officer and member of road safetycommittee, Visakhapatnam, AH Khan said, at a recent meeting, districtcollector K Bhaskar asked the police and RTA to form special teams toscientifically investigate all fatal road accidents by visiting the accidentscene to ascertain the exact reasons for the accidents.    In some cases, the police mentions the various reasons for the accident in thefirst information report to conclude the case, but the details may not beaccurate.    In the detailed study of the accidents, which the teams will undertake, crashcausation, injuries, vehicles involved in the crash, among others factors,will be studied, based on which the authorities will take decisions, he added.    The special teams, comprising traffic officials and RTA personnel, areexpected to scientifically evaluate the scene of accident, taking into accountthe impact damage, tyre marks and few others. The teams will also takefeedback from motorists to identify black spot areas (accident-prone areas).    They will then submit a report to the road safety committee. The teams willalso have to make recommendations such as changes in road-engineering, speedlimit and others to mitigate the accidents.    “Call it negligence or thrill”, over-speeding is one the major reasons in over60% of the fatal road-accidents. It is not so easy to check over-speeding andnegligent driving round the clock, said ADCP (traffic) M Ramesh Kumar.    Sources said the teams will also study the the accidents in which RTC buseshave been involved, as there are several complaints, which have been lodged,against RTC bus drivers, accusing them of negligence and rash driving.    If the team submits an adverse report against any driver, disciplinary actionwill be taken against him.    "
14.87119261,80.11426282,,using accident prone public places for popularity,2018-07-30T06:13:15+05:30,"again and again we have complained and complained several times. politiciansdoing the same thing.putting huge flex boards at accident prone areas on theroad and foot path.a lot of ideas we have to celebrate someone's birthday..obviously making him/her more popular.we have watsap, facebook,Instagram....etc these people are not politicians they are not serving orhelping the society.only disturbing the society with their muscle power. atthe time of the installation of the board they were behaving like antisocialgoondas. actually they are anti socials.authorities must fine them,punish themto not repeat these activities anymore.shame on them.authorities please takeaction."
22.32948304,75.52958797,,Accident prone VVIP area,2018-08-16T06:06:29+05:30,Rajpath was recently relaid but the road hasn't been levelled yet. The old andnew layers are of disparate height and could lead to an accident.
16.82476898,81.74275156,,Accident prone U-turn,2019-02-09T06:07:43+05:30,"At the Metro station near Army Medical College on Ring Road, there is a U-turnat Brar Square for traffic going towards Dhaula Kuan side. This point hasbecome an accident site as two serious mishaps have taken place in the lastone month. There is no sign to warn of the U-turn. Many cars get stuck in theU-turn daily and then have to reverse, which results in traffic jams."
20.27750368,79.46966535,,Accident-prone area,2017-04-21T06:03:40+05:30,The broken drain covers make the area hazardous to the safety of bothpedestrians and motorists.
24.67821618,82.63449707,,Aerial survey to map flood-prone areas,2018-07-19T12:27:33+05:30,"TRICHY: The Nagapattinam district administration on Wednesday embarked on anaerial survey to map flood-prone areas using an unmanned aerial vehicle (UAV)by a team of experts from Anna University.  Farmers have appealed to the state government to utilize the survey toundertake the cleaning of rivers and important channels and remove weeds andbushes. The move comes a day before the scheduled release of water from Metturand the silt still not removed from rivers and channels in the delta region.    The survey for the mapping has been launched by the department of revenueadministration and disaster management in coordination with experts from AnnaUniversity to ensure mitigation steps and immediate response to naturaldisasters in Nagapattinam district. “The survey is meant to identify disaster-prone or physically inaccessible areas with aerial images and accuratepictures of the water courses in the district. This will help us identify thelocation of dams, missing links of canals and ensure possible opportunitiesfor interlinking of water courses,” tahsildar for Disaster Management Agency SThamimun Ansari told TOI. The process would take three months to complete andthe final report would be submitted to the state government, he added.    A total of 36 rivers including Cauvery, Vennaru, GA canal and 28,000 othercanals (canals have been categorized as A, B, C, D, E, F and G), are spreadacross the Cauvery delta region. The water bodies and canals are spread over9,000 square kilometres in the delta region mostly comprising Thanjavur,Nagapattinam and Tiruvarur districts.    Of the 28,000 canals, ‘A’ type canals alone are 1,665 in number, flowing forabout 7,000 kilometres across the delta districts. Hence, farmers pointed outthat it was impossible to desilt the entire system within six or seven daysbefore the water reached them. “The revenue officials can utilize the MGNREGAworkers to execute the work on a war footing and ensure that it is finishedbefore the water released from Mettur reservoir touches the fields”, thegeneral secretary of Federation of Farmers Associations - Cauvery Delta TamilNadu, Arupathy P Kalyanam said.    "
20.77038286,76.31865556,,Accident-prone Kowdiar stretch claims one more life,2018-04-26T23:33:42+05:30,"Thiruvananthapuram: A 21-year-old youth, who sustained serious injury in atwo-wheeler accident on Kowdiar \- Vellayambalam road a few days ago, breathedhis last on Thursday.  Gokul Das, son of Mohan Das (late) and Rama Devi of Saravana Bhavan, SriKrishna Nagar, Chavadimukku near Sreekaryam is the deceased. He was a thirdyear civil engineering student at Sarabhai Institute of Science andTechnology, Vellanad here.    According to city traffic police, the accident occurred in front of ManmohanBungalow around 9.30pm on Monday. He was admitted to Neuro Intensive Care Unitat Medical College Hospital here. The police said Gokul had tried to overtakea car, but lost control of the bike and rammed into an electric pole on themedian of the road.    According to his relatives, Gokul, who was staying in the college hostel, wason the way to meet a friend when the mishap happened. The only son of hisparents, Gokul was raised by his mother who worked as a nursing assistant atAlappuzha Medical College Hospital. His father passed away when he was twoyears old, a family member said.    The accident took place at the same spot where a 22-year old died after thecar he drove lost control and rammed into a tree a few months ago. Followingthis, the motor vehicles department had installed speed detection cameras nearthe spot. The stretch has become an accident-prone area as youths tend toexceed speed limits owing to the good condition of the road.    Law enforcers had claimed that the practice of speeding had come down eversince the cameras were installed here. This is the first major accidentreported here this year.    Gokul’s cremation was held at Santhokavadam crematorium at Thycaud onThursday.    "
17.26572116,80.18016952,,NGO stations 3 ambulances at accident-prone areas,2017-11-15T08:01:32+05:30,"LUDHIANA: With smog taking a toll on visibility on roads and accidentswitnessing a rise, NGO Samvedhna Trust has stationed three ambulances at threemain points that will connect the entire city. The plan has been drawn withthe help of the Ludhiana police commissioner.  Subhash Gupta, chairman, Samvedhna Trust, said, “The ambulances will bestationed at Samrala Chowk, Snet Pind And Jagraon Bridge 24x7. Anyone canapproach us through the helpline number.”    He said people can also contact police control room which will get in touchwith drivers of ambulances immediately.    Jajpreet Manager, a member of the NGO, said, “Right now anyone can contact uson 9501500101. We will launch more phone numbers in the future. Ambulances arestationed at such places from where all high risk areas can be covered.”    The ambulance at Jagraon bridge will cover Jalandhar bypass, Sherpur chowk andother connecting areas.    The ambulance at Samrala Chowk will connect Jamalpur area and Sherpur Chowk.The ambulance at Snet Pond will cover Ferozepur road and Bharat Nagar Chowk.    Police commissioner R N Dhoke said, “This step has been taken as smoggyweather has caused several accidents in the past few days. This step has beentaken to provide the quick ambulance service to the needy.”    Areas to be covered    Ambulance at Jagraon bridge will cover Jalandhar bypass, Sherpur chowk andother connecting areas    Ambulance at Samrala Chowk to connect Jamalpur area and Sherpur Chowk    Ambulance at Snet Pond will connect Ferozepur road and Bharat Nagar Chowk  "
